,sites,texts
65,www.enelgreenpower.com,"Garob wind farm ready for commercial operation. Garob wind farm ready for commercial operation. The enel green power rsa (egp rsa) 145 mw garob wind farm situated in the northern cape, south africa, has successfully achieved commercial operation. .   johannesburg, 4 december, 2021 – garob wind farm, which is located near the remote northern cape town of copperton in the siyathemba local municipality, will be able to generate 573 gwh every year, potentially preventing the emission of approximately 600,000 tons of co2 into the atmosphere annually. The facility is situated in the northern cape province, an area that is fast becoming a renewable energy hub in south africa due to the growing number of solar and wind farms in the region. Awarded to enel green power in april 2015 as part of the fourth tender round of south africa’s renewable energy independent power producer procurement programme (reipppp), the wind farm is supported by a 20-year power purchase agreement south african energy utility provider, eskom. egprsa is working to enlarge its asset portfolio with new investments both for future regulated tenders and private ppas with south african industrial and commercial clients. This brings the number of operational enel green power rsa wind and solar sites in south africa up to 10 projects, with an overall installed capacity of more than 800 mw. The other sites are located in five provinces in the country, with nojoli (88 mw), gibson bay (111 mw), oyster bay (148 mw) and nxuba (148 mw) in the eastern cape; upington (10 mw), adams (82.5 mw) and paleisheuwel (82.5 mw) in the western cape; pulida (82.5 mw) in the free state; tom burke (66 mw) in limpopo; and now, garob in the northern cape. William price - country manager of egp rsa says the facility involves over 200 million euros investment in south africa. The construction of garob wind farm, which commenced in apr 2019, included the on-site building of concrete towers instead of prefabricated steel towers. the work was completed by local contractors, providing employment for about 511 people from the local community at peak of the construction phase of the project. Several creating shared value (csv) initiatives have been conducted in underserved communities that are in close proximity to the wind farm. some of these include:. Donation of wooden pallets and cable drums to the communities for making furniture. Issuing of ppe to the health workers during the peak of the covid-19 pandemic. Provision of 100 blankets to old age homes during cold winter season. Provision of food parcels to 200 vulnerable families at the height of the covid-19 lockdown. Provision of tablets for 135 grade 11 students. Granting of full scholarships to two learners to further their education at any university within south africa. Sponsorship of local sport events with 300 young people participating.   now that the site is operational, egp rsa will launch enterprise development (ed) initiatives such as the herbal lean incubation programme. the programme provides mentoring and support services to start-ups in the agro, bio and food technology field. Additional sustainability projects planned in the northern cape province include the installation of an artificial turf football field that captures and stores rainwater; a water purification facility to clean the rainwater and address water shortages by providing clean drinking water; and free wi-fi to local communities. Garob wind farm ready for commercial operation. Enel enel x enel x way enel global trading enel open innovability® enel global procurement enel foundation enel cuore ethical channel. Credits legal privacy policy cookie policy. We use cookies and web trackers to improve your online experience on our site, allow you to save information, provide social media features (facebook, instagram etc.), customize the content and ads you see based on your interests. cookies can also help us understand how to use our site and improve its functionality. please read our cookie policy here. By closing the banner with an x, you allow the use of technical cookies only."
66,www.enelgreenpower.com,"Nxuba wind farm, south africa. 102 rivonia road tower 2 ey building, johannesburg. E communications.egprsa@enel.com t +27 10 344 0200. Enel enel x enel x way enel global trading enel open innovability® enel global procurement enel foundation enel cuore ethical channel. Credits legal privacy policy cookie policy. We use cookies and web trackers to improve your online experience on our site, allow you to save information, provide social media features (facebook, instagram etc.), customize the content and ads you see based on your interests. cookies can also help us understand how to use our site and improve its functionality. please read our cookie policy here. By closing the banner with an x, you allow the use of technical cookies only."
67,www.enelgreenpower.com,"Oyster bay wind farm, south africa. Oyster bay wind farm, south africa.    we are awarded the project as part of a tender by the south african government. 102 rivonia road tower 2 ey building, johannesburg. E communications.egprsa@enel.com t +27 10 344 0200. Enel enel x enel x way enel global trading enel open innovability® enel global procurement enel foundation enel cuore ethical channel. Credits legal privacy policy cookie policy. We use cookies and web trackers to improve your online experience on our site, allow you to save information, provide social media features (facebook, instagram etc.), customize the content and ads you see based on your interests. cookies can also help us understand how to use our site and improve its functionality. please read our cookie policy here. By closing the banner with an x, you allow the use of technical cookies only."
68,scatecsolar.com,"Scatec solar reaches financial close for 258 mw in south africa. April 10, 2018 stock exchange notice. Oslo, april 10, 2018: reference is made to stock exchange notice on april 5, 2018 where scatec solar signed power purchase agreements for 258 mw in upington, south africa. Scatec solar asa (sso) and partners have reached financial close for these projects  involving a total investment of zar 4.76 billion. a consortium of commercial banks and dfis with standard bank in the lead are providing non-recourse project finance of zar 3.68 billion, accounting for 77% of the total project cost. . Construction start is expected in the third quarter 2018 with grid connection towards the end of 2019. the plants are, on an annual basis, expected to produce 650 gwh of electricity and avoid about 550,000 tons of co2 emissions. revenues in the first year of operations are expected to reach zar 720 million. all contract terms are based on the original award in april 2015. Scatec solar will be the epc provider for the projects and provide operation & maintenance as well as asset management services to the power plants. For further information, please contact:. Mr. mikkel tørud, cfo,      tel: +47 976 99 144, mikkel.torud@scatec.com. Scatec solar is an integrated independent solar power producer, delivering affordable, rapidly deployable and sustainable source of clean energy worldwide. a long term player, scatec solar develops, builds, owns, operates and maintains solar power plants, and already has an installation track record of 1,000 mw. Currently, the company is producing electricity from 322 mw of solar power plants in the czech republic, south africa, rwanda, honduras and jordan and another 434 mw are under construction. With an established global presence, the company is growing briskly with a project backlog and pipeline of more than 1.5 gw under development in the americas, africa, asia and the middle east. scatec solar is headquartered in oslo, norway. Askekroken 11, 0277 oslo, norway. +47 48 08 55 00. Design and development by stem agency."
69,www.esi-africa.com,"We use cookies to enhance your browsing experience, serve personalized ads or content, and analyze our traffic. by clicking ""accept all"", you consent to our use of cookies. Homeindustry sectorsgenerationwind power: pele green energy wins 280mw in reipppp round four. Wind power: pele green energy wins 280mw in reipppp round four. Five on-shore wind farms were announced in round four of reipppp. In south africa, independent power producer pele green energy (pge) has secured preferred bidder status on two wind power projects with a generation capacity of 140mw each in the eastern cape and northern cape respectively. The projects form part of the fourth bidding window for the department of energy’s renewable energy independent power producer procurement programme (reipppp). Gqi raoleka, executive director: investment & funding at pge, said: “the announcement of the winning round-four projects represents an increase of 280mw into the total portfolio of power plants for pge, raising our overall nameplate capacity of power plants to 639mw across solar and wind.”. In december 2014, pge secured an agreement to develop a 100mw csp solar project in south africa’s northern cape as part of round 3.5 of the csp-only bidding programme. Pge said in a statement that the project is currently preparing for financial close so construction can start. Commenting on the importance of the csp development, raoleka said: “this project is particularly significant due to the enormous job creation potential during construction and through the operations and maintenance phase in comparison to regular solar pv.”. “it is also significant as it will provide base-load renewable power into the south african energy grid.”. Another project in pge’s portfolio is the 88mw njoli wind farm located in the eastern cape, which reached financial close in q1 of 2015, in which the ipp is a co-shareholder. The farm, which is majority owned by enel green power, formed part of the third bidding window for reipppp, pge said in a statement. Thapelo motlogeloa, executive director: epc and o&m at pge, said: “we are looking forward to playing our role in adding more renewable-powered energy on behalf of our client to the national power grid. we aim to make a positive social contribution in the communities where projects are located, in terms of job creation and by supporting local enterprises.”. On thursday, the energy minister of south africa, tina joemat-pettersson, officially announced the 13 winners that were awarded preferred bidder status. Five of the projects were allocated to wind power including 140mw roggeveld wind farm, 140mw karusa wind farm, 139mw nxuba wind farm, 117mw golden valley wind farm and 140mw oyster bay wind farm. Kenya power drives revenue collection and smart meters pilot. Nuclear training: doe sends 50 power plant trainees to china. Nicolette is the editor-in-chief of esi africa, esi-africa.com and the annual african power & energy elites. she is passionate about placing african countries on the international stage and is driven by the motto, ""the only way to predict the future is to create it"". join her in creating a sustainable future through articles and multimedia content. Sts association – giving tid rollover information sharing a boost. Somalia: metering for reliable power delivery and a clean-energy transition. Ssa could leverage natural resources to attract investment – new report. Egypt, japanese bank to cooperate on renewable energy p... Latest on eskom loadshedding – day 128 of 2023. Eu’s cbam could have concerning economic ramifications... Des muller: put sa future energy planning back into com... Using just energy transition to change the world for th... Ed’s note: find a power and energy expert here to answer... Exploring smart metering technology for effective energy management. Op-ed: sezs in sa have massive potential for energy ecosystems. Kenya: irrigation-based farming to increase agricultural production. Carol koech: digitisation creating new opportunities for women. © all content copyright 2017 - 2023 vuka group, unless specified otherwise."
,sawea.org.za,"November 2, 2021 in press releases. Sawea announces chair to lead wind energy transition. The south african wind energy association (sawea) has announced the re-appointment of mercia grimbeek as chair, for a second two-year term. grimbeek, who has served on the board of governance since 2018, has been part of south africa’s renewable energy sector since its inception, eleven years ago.  she will continue to lead the men and women who hold positions on this board, all of whom are charged with steering the wind energy sector and advocating for a clean and affordable energy mix, of which wind energy is a dominant part. Grimbeek, together with the board, which also remains unchanged, will usher sawea into a period of unprecedented growth, with the ramping up of new deployment and rolling procurement, which is expected. “my vision has always been to see wind power as an emancipator of transformation and growth in south africa with sawea at the helm and the association has a key role to play, now more than ever.  as our country joins its global counterparts in driving down carbon emissions, on the home-front our battle is just as pertinent as we continue to push for an accelerated transition to increased energy availability characterised by significantly larger percentages of green electrons in our power supply,” said grimbeek. Board members hold strategic leadership roles in their respective organisations, and therefore bring immense experience in the wind energy sector and particularly the renewable energy independent power producer procurement programme (rei4p), ensuring that the organisation is well positioned to provide leadership to the broader industry.  the board represents a blend of developers, ipps and oem’s, encompassing the critical role players in the wind energy value chain. 2023 large-scale renewable energy market intelligence report. Highlights and challenges in esg demonstrate industry leadership. Wind turbine service technician facilitator: all campuses. Better grid management can deliver more power sooner. Sawea was registered as a non profit organisation in 2004 with the department of social development (registration number 034-566-npo). Sawea has been granted tax exempt status by the south african revenue service (sars). 2019 copyright south african wind energy association (sawea).  |  popia privacy notice. February 14, 2022 in member\'s news. Board appointment to support the drive of sustainable energy transition. Bte renewables has announced the appointment of rosalind kainyah mbe to its executive board. with 30 years of international, senior management, executive and board level exposure, kainyah’s extensive experience in sustainability, corporate and environmental law, government relations, and political risk management, add gravitas to this appointment. “rosalind offers unique and strategic insights, which we will draw on to assist our business as we expand our portfolio of renewable energy power producing projects both within south africa and the broader african continent, and thereby help transition towards a sustainable future,” commented robert skjodt, ceo of bte renewables. In sharing her views on the role of renewable energy in relation to development and her experience in this sector, kainyah, elucidates the multitude of environmental, economic, and social benefits for the hundreds of people on the african continent who aren’t yet able to access reliable energy. “at the macro scale, global demand for energy continues to rise and millions of people lack access to modern energy services. sub-saharan africa remains largely without dependable access to power, and considering the rapid population growth on the continent, this means that the current estimates of 600million is likely to increase without immediate action,” said rosalind kainyah mbe, newly appointed bte non-executive board member. At the same time, climate change means that new ways to meet the energy shortage should be addressed by renewable energy, as the best option of a sustainable future, to limit global warming. “by providing millions of people with clean electrical power, we can tackle several global and national development challenges, contributing not only to sustainable development goal (sdg) 7 – ensuring access to affordable, reliable, sustainable, and modern energy for all – but also a host of other sdgs such as improved education quality, poverty alleviation, better health, more sustainable cities and communities, and the creation of decent jobs,” added kainyah. She sees the benefit of developing host communities, as renewable energy projects increasingly become a part of local landscapes, encouraging deliberate business strategies that support the development of communities. “by aligning business objectives with the needs and aspirations of local communities, renewable energy projects can create shared value for the business, for host communities, and for society at large. therefore, renewable energy provides developmental benefits that span across global, national, and local scales,” concluded rainyah. In both her board and advisory roles, she strategically supports company executives and management teams in advancing the interests of their businesses by harnessing environmental social and socio-economic opportunities; managing political, governance, environmental and social risks; and shaping and delivering smarter approaches to building productive relationships with key stakeholders.   as a result of her legal expertise, she is also well-versed in negotiating agreements involving and representing multiple interests with diverse and complex issues and in developing innovative solutions for disputes and to advance business opportunities. Rosalind was called to the bar in 1988 and has had an extensive career as a lawyer, was recognized as one of britain’s most influential people of african and african caribbean heritage by ‘the power list’ in 2008 and was awarded an mbe for services to corporate social responsibility for the benefit of youth in africa in 2014 and nominated as a women to watch by cranfield school of management (the female ftse board report) in 2019. she holds a bachelor of arts degree from the university of ghana; a bachelor of laws degree from the university of london; a master of laws degree from university college, university of london; is a member of the bar of england and wales (gray’s inn); and a member of the chartered institute of arbitrators in the uk. Over the span of her career, she has worked with companies and organisations on projects across africa and in the uk, western and eastern europe, north & south america, asia, and the south pacific.  as a result, she has a wide network and is respected across a range of stakeholders from governments and corporates through civil society organisations and media for her professional expertise, integrity and credibility. Bte renewables (formerly biotherm energy) has been operating in africa since 2003 and is positioned as a leading pan-african renewable power developer with nearly 400 mw of wind and solar projects in operation in south africa and kenya. the company is 100% owned by actis, the world’s leading emerging markets investor. 2023 large-scale renewable energy market intelligence report. Highlights and challenges in esg demonstrate industry leadership. Wind turbine service technician facilitator: all campuses. Better grid management can deliver more power sooner. Sawea was registered as a non profit organisation in 2004 with the department of social development (registration number 034-566-npo). Sawea has been granted tax exempt status by the south african revenue service (sars). 2019 copyright south african wind energy association (sawea).  |  popia privacy notice. Watch: find out how the battle for energy will affect sa. Sarec responds to state capture report and expidition of round 4 projects. The south african renewable energy council (sarec) has responded to the disclosures in the public protector’s state capture report, which were released last week. the renewable energy body, which acts as an umbrella body to the various renewable energy technologies such as the wind, solar photovoltaic and hydro energy, is of the opinion that eskom’s delay in issuing final budget quotes to preferred bidders in round 4 and round 4 extension of the renewable energy independent power producer procurement programme (reipppp) is definitely not economically motivated. The south african renewable energy council (sarec) has responded to the disclosures in the public protector’s state capture report, which were released last week. the renewable energy body, which acts as an umbrella body to the various renewable energy technologies such as the wind, solar photovoltaic and hydro energy, is of the opinion that eskom’s delay in issuing final budget quotes to preferred bidders in round 4 and round 4 extension of the renewable energy independent power producer procurement programme (reipppp) is definitely not economically motivated.   there are 26 preferred bidders across a range of technologies, none of which have reached financial close due to eskom’s refusal to sign further ppas. “these projects represent a combined value of r50bn in investment into the country that has been put on hold, which is ludicrous when considering our current economic climate,” said brenda martin, chair of sarec and ceo of the south african wind energy association. She continued saying, “the people of our country need jobs and our industry can provide them, considering that the unsigned projects represent over 13 000 jobs”. The total number of jobs expected during the construction period of these projects is 13,444; where a job is defined as 1 job = 12 person-months and 1 person-month = 160 working hours. added to this is the over-all number of jobs for south african citizens during the operations period is expected to be 1,909 per year, for a 20-year period. “it is clear from these figures that these projects represent a very significant investment in the south african economy and are vital stimuli for job creation, local content, and local economic development,” added martin. Sarec believes that this deliberate refusal to comply with the ministerial determination on renewable energy challenges the prioritisation of green energy as outlined in the national development plan. it also has a negative impact on achieving government’s green industrialisation objectives and undermines the renewable industry’s efforts in bringing much-needed foreign investment into the country. Furthermore, the delay is also hindering local manufacturing opportunities, social development programmes and the benefits of community ownership, all of which are common features of all reipppp projects. “over the past several months, eskom has repeatedly avoided signing power purchase agreements (ppas) with renewable energy independent power producers (ipps) and has failed to provide valid reasons for doing so,” said martin. she continued saying, “at the same time, eskom’s head of generation, has engaged in a sustained attack on the renewables industry, in an attempt to undermine renewable energy and protect their own narrow interests”. The industry has expressed confidence in the presidency’s office, citing a cabinet statement issued on 22 august 2016, by the minister in the presidency, jeff radebe who said that “there is no way that government will change course [on the ipp programme]”. “we therefore urge minister of energy, tina joemat-pettersson and minister of public enterprises, lynne brown to take coordinated action and ensure that policy and procedure are adhered to without further delay,” concluded martin. Since the inception of reipppp in 2011, the renewable industry has attracted more than $14 billion in direct foreign investment, created more than 20 000 jobs in construction, and 35 000 operational jobs. Reipppp has also brought about a dramatic drop in renewable energy tariffs, so much so that new-build renewable energy is now significantly cheaper than new-build coal or nuclear power. Solar photovoltaic energy: the tariff has fallen from r3.65/kwh in round 1 to r0.62/kwh in round 4. Wind energy: the cost has fallen from r1.15/kwh in round 1 to r0.62/kwh in round 4. This price is significantly lower than the tariff prices for coal from ipps (r1.03/kwh), eskom coal (r1.05/kwh to r1.16/kwh) and nuclear power which is estimated at between r1.17kwh to r1.30/kwh. Reippp enables south africa to transition away from a coal and carbon intensive power sector to a clean and sustainable future. Sarec aim’s to promote the renewable energy sector in south africa and represents a number of industry associations across a range of renewable energy technologies, like wind, solar and biogas. sarec comprises four industry associations, these are sawea, sapvia, sastela and sessa. Issued for: sarec issue date: november 2016. Sarec view on resignation of ceo of eskom. The south african renewable energy council (sarec) noted and responded to the resignation of eskom’s chief executive officer, mr. brian molefe, calling on a shift of attitude from the country’s electricity public utility. The south african renewable energy council (sarec) noted and responded to the resignation of eskom’s chief executive officer, mr. brian molefe, calling on a shift of attitude from the country’s electricity public utility. Sarec has in the main had a constructive working relationship with eskom around the globally successful renewable energy ipp procurement programme (reippp) since its inception in 2012. “we have, however, found the increasingly irrational and inaccurate criticisms leveled at renewable energy and the reippp programme by mr molefe and mr koko in recent months difficult to fathom, particularly since neither has ever sought to engage with the industry directly through well-established platforms to do this,” said mike levington, board member of the south african renewable energy council. Failure to follow clearly understood communication channels has led to the undermining of investor confidence in the south african ipp sector, confusion around energy policy, loss of jobs in a fledgling domestic renewable energy industry and anger amongst local communities who should have already been receiving the benefits of job creation and socio-economic dividends if eskom was fully supportive of the reippp programme. “we hope that the appointment of a new chief executive will lead to constructive communication between eskom and sarec as well as reinvigoration of momentum in the reippp programme, the financial close of the redstone csp project from round 3, the 26 projects from round 4 and the small ipp programme, and the announcement of the expedited round preferred bidders,” added levington. Sarec says that the renewable energy sector has been ready for almost 12 months to play an active contribution towards the nine point plan as articulated by president j g zuma in his most recent state of the nation address, directly in resolving the energy challenge as well as encouraging private sector investment. it is expected that after the closing of rounds 4 and the expedited round, the reippp programme will have been the cause of greater than r250 billion of investment into south africa. “with the ratification of the paris agreement on climate change and the current climate negotiations in marrakech, we also hope that eskom, nersa and other government stakeholders realize the potential that renewable energy can play in meeting both south africa’s climate change commitments as well as empowering its citizens through access to more affordable electricity. it is potential that our regional neighbours, brics partners and the world at large are embracing – so should we,” said levington. Sarec is confident that with the imminent release of the integrated resource plan approved by cabinet for public comment, and a clear vision for the future role of renewable energy technology, the sector will be able to play an even larger role in supporting investment, job creation, local manufacturing and socio-economic development in the areas of south africa that are most in need. Sarec aim’s to promote the renewable energy sector in south africa and represents a number of industry associations across a
range of renewable energy technologies, like wind, solar and biogas. sarec comprises four industry associations, these are sawea, sapvia, sastela and sessa. Issued for: sarec issue date: november 2016. Pressreader cape times 10 nov 2016. Sarec_pressreader_cape times_10 nov 2016.pdf [download pdf]. Renewable industry blasts eskom after state capture report. South african renewable energy council responds to state capture report. Ipps raise red flag over eskom agenda after state capture report. Sarec state of capture report update 2. 2023 large-scale renewable energy market intelligence report may 5, 2023. Highlights and challenges in esg demonstrate industry leadership may 5, 2023. Wind turbine service technician facilitator: all campuses may 4, 2023. Better grid management can deliver more power sooner may 3, 2023. Ceo voice – april 2023 may 2, 2023. Sawea was registered as a non profit organisation in 2004 with the department of social development (registration number 034-566-npo). Sawea has been granted tax exempt status by the south african revenue service (sars). 2019 copyright south african wind energy association (sawea).  |  popia privacy notice."", ""www.sapvia.org.za"": ""+27(0)11 553 7264|info@sapvia.co.za. Technical advisor: power sector reform and just energy transition under the south african – german energy programme (sagen). Change is accelerating within power systems across the world. the main factors driving this transformation include the economic and political drive towards low-cost clean energy solutions, the acceleration of decentralised power generation technologies, increased digitalisation, and energy efficiency reaching across entire power systems. these changes are resulting in a structural shift in the way power systems and markets are set up and operated. The south african-german energy programme (sagen) collaborates with south african partners to manage this energy transition with a focus on renewable energy and energy efficiency. sagen is funded by the german government and implemented by the deutsche gesellschaft für internationale zusammenarbeit (giz) in cooperation with the department of mineral resources and energy (dmre), eskom and the south african local government association (salga) under the government-to-government coordination of national treasury (nt). Sagen’s support includes the following fields of activity towards the transformation of the south african energy sector:. Electricity sector policy and regulation and power sector reform. Promotion of renewable energies for green hydrogen / power-to-x (ptx). By gayle@cubefivestudio.com|december 13, 2021|job opportunities|0 comments. Share this story, choose your platform!. You must be logged in to post a comment. Eastgate office park, block a south boulevard road, bruma johannesburg 2198. Copyright 2022 south african photovoltaic industry association (sapvia) | all rights reserved."
,www.h1holdings.co.za,"H1 holdings is a black-owned and managed company based in south africa which was founded in 2000. our purpose is to improve the quality of life by producing cleaner energy. Our bhag™ is to power the equivalent of 2 million households with cleaner energy by 2035. Our focus is on the power sector. we believe that the potential of this sector to improve people’s lives is significant and far-reaching. in order to best achieve our purpose, we develop, invest in and operate power projects. Bhag™ is a registered trademark of jim collins and jerry porras. Reyburn is a director of h1 holdings and manages the company. he has extensive experience in investments and since 1996 has worked in asset management, corporate advisory and private equity prior to working at h1 holdings since 2007. Carla is the chief operating officer at h1. she has executive experience in account management, project management and human resources. she utilises her extensive business knowledge to ensure efficient operations at h1. Carnita hendricks completed a business science degree from the university of cape town. she has over 8 years of experience in performance measurement, third-party investments, investment analysis for equity and debt instruments, and trading of money market and fixed interest instruments. Gabriele is an electrical engineer and is the head of business development for h1. gabriele has over 12 years of experience in the energy sector in europe and africa. gabriele has managed and concluded multiple developments in various energy technologies. Elisma is the financial manager for h1 holdings and has over ten years of financial management experience. elisma completed her studies in 2001 and qualified as a chartered accountant in 2004 from the university of stellenbosch. Jonathan is the head of asset management at h1 holdings. previously at old mutual and the industrial development corporation, jonathan’s experience is in infrastructure finance and in senior project management. Lido joined h1 holdings in 2021 as a legal transactor. lido has significant experience in international mining, energy and large infrastructure development transactions. lido’s expertise lies in project development and finance, as well as mergers and acquisitions. Zack is h1’s financial controller and has audit and financial management experience. he manages external reporting of h1’s assets to the partners and stakeholders of the company. Krayvasan joined h1 in the role of transactor: commercial and modelling. previously with eaglestone, macquarie and nedbank, krayvasan joins the transaction team in business development. Janine works as a project manager in the transaction team. she began her career in tv and film production. from 2002 until joining h1 in 2013 she worked as a project manager and fundraiser for various non-profits. Semantha is the book keeper for h1 holdings and works with the financial manager. semantha has been in finance since 2002 and the majority of her experience is in the construction industry. Jacques is a director of vuselela energy and eternity power. he is a pyro-metallurgical engineer with over 20 years experience in the ferrous, base metals, ferro-alloy and refractory industries. H1 holdings and scaled impact, supported by the industrial development corporation are launching a project management office to promote and foster collaboration across the renewable energy sector in south africa. A pilot programme in the northern cape namakwa and zf mgcawu districts together with the democracy works foundation identified more than us$ 5 billion in investment opportunities and created a linked pipeline of socio-economic development initiatives. The independent power producer industry in the northern cape has committed approximately 1.5 percent of their revenues to be re-invested into social economic and enterprise development initiatives. over twenty years this is a major investment in the future of communities. The challenge is to co-ordinate the application of these funds and resources across dozens of renewable energy projects and operators. also, to connect them to other industries with similar contributions like mining and to link all of this into the government’s wider development plans. Using these funds as a catalyst for projects, to match third party funds, to close service gaps, to raise skills and involve marginal communities can put the entire region on a positive development path for the next twenty years and more. The renewable energy investor h1 holdings together with the project developer scaled impact and the social justice ngo, the democracy works foundation, concluded the design of a mechanism to deliver this collaboration. Backed by the idc they developed a twenty year perspective on the development potential in a region from namakwaland to upington, matching the locations and timing of various solar and wind farm investments in which h1 is a shareholder. They identified a base of great value in the region. world-scale strategic mineral reserves in a solar and wind energy corridor give the area a head-start in potential manufacturing for future green industries from solar panels to batteries. Grape, date and citrus farms supply world markets and have large expansion potential. up to 4,000 hectares of suitable land are potentially open for establishment by emerging farmers. the orange river valley is the second largest raisin producing region in the world enabling new, community- owned production. the team is already working to support implementation. Other opportunities in high tech automotive testing and r&d and aviation recycling provide a base for a high tech cluster. around this the region is a global bio-diversity hotspot. natural resources in flora and fauna can be preserved through reserves, protective farming practices and bio-technology applications to create a bio-diversity economy. Investments in the natural environment are particularly valuable as ways for work with the nama, khoi and san peoples living in remoter areas, for adapting life to climate change and protecting fragile natural capital. The team identified a set of investments in healthcare, social services, energy and water infrastructure and telecoms infrastructure that aim to raise living standards and improve livelihoods steadily. citizen participation, enabling people to contribute to government planning and democratic processes is at the heart of this activity. Finally, a framework was created to monitor and evaluate ipp social and economic development and enterprise development activities. it fully links the requirements of the ipp office, provincial and national government policy and the un sustainable development goals (sdgs). The project management office has a wide mandate across sectors and a long time horizon. it will spend the next year engaging with stakeholders and representatives. it will establish implementation partnerships at the provincial and national level. it will gather resources and set up to deliver transformational community growth and development, to maximise the benefits and positive impact of the renewable energy sector. above all, it is driving the implementation of development projects. July 2022 – kenhardt solar and battery storage project. H1 holdings is proud to be a partner in one of the world’s largest solar and battery storage projects, the rmippp kenhardt projects in the. November 2021 – ukci & norfund invest in h1 holdings joint venture. The ukci and norfund have invested in a joint venture between h1 holdings and pele green energy to fund their 40% equity participation in a. June 2021 – h1 holdings and scatec awarded 3 new solar and storage projects. H1 holdings is a proud 49% shareholder in three utility-scale solar hybrid storage projects, awarded preferred bidder status under the recent risk mitigation power procurement programme. Postal address po box 50095, waterfront, 8002. Physical address moorings 3, portswood ridge, portswood road, v&a waterfront, cape town, 8002."
,www.windlab.com,"Applying science to develop, construct and operate better wind energy projects around the world. Windlab recognises that the community is the most important stakeholder in a project. Windlab puts community relations at the forefront of everything it does when developing a wind project. this is vital as a wind farm will be a part of a community’s infrastructure  for 25 years or more. the australian clean energy council has recognised windlab’s leadership in the industry with its community engagement award for its commitment to these principles. “we are so lucky to have windlab here in our shire and the benefits it will bring to the community is exceptional and the ongoing benefits in terms of jobs and economic activity will be fantastic.” councillor debra nelson, mayor of hindmarsh shire, 2017. Windlab is developing wind energy sites in australia, southern africa, usa, canada and a number of other emerging markets. windlab’s  portfolio of development projects  exceeds more than 7,400 mw of potential capacity across 48 projects.   windlab has completed projects on three continents, totalling 1,093 mw of capacity which today is either under construction or in operation. Windlab asset management is a specialist renewable energy asset manager.  it currently oversees $aud1 billion of renewable energy projects. these are all managed by on-the-ground site supervisors, along with specialised hardware and software from the company’s global operations hub in canberra. Game changing north queensland super hub to power green hydrogen with wind, solar. North-west queensland is set to become home to one of the state’s largest ever renewable energy projects, with fortescue future industries (ffi) and windlab to partner on a super hub which could generate…. Rt @cleannrgcouncil: clean energy council members @cwp_renewables, @epuronaust, @vestas, @tiltrenewables, upc/ac renewables australia, @wi…. Office locations privacy statement disclaimer sitemap."
,perdekraaleastwind.co.za,"nerdekraal east wind farm is operational and consists of 48 turbines and a total output of 110mw. A practical comprehensive library of wind energy facts and resources. Keep updated and informed on perdekraal east wind farm. view our latest news and gallery posts here:. Perdekraal east wind farm is committed to contributing to sustainable community growth through financial and non-financial community development involvement. Perdekraal east wind farm has a 20-year power purchase agreement with eskom as well as an implementation agreement with the department of energy. Wind farms can be constructed both on land and offshore. Website created by power of 9 | terms of use | cookie policy. We use cookies on our website to give you the most relevant experience by remembering your preferences and repeat visits. by clicking “accept all”, you consent to the use of all the cookies. however, you may visit ""cookie settings"" to provide a controlled consent"
,kangnaswind.co.za,"Kangnas wind farm commenced construction in june 2018. when operational, it will consist of 61 turbines with a total output of 140mw. A practical comprehensive library of wind energy facts and resources. Keep updated and informed on kangnas wind farm. view our latest news and gallery posts here:. Kangnas wind farm is committed to contributing to sustainable community growth through financial and non-financial community development involvement. Kangnas wind farm has a 20-year power purchase agreement with eskom as well as an implementation agreement with the department of energy. A grouping of wind turbines is called a wind farm. Website created by power of 9 | terms of use | cookie policy. We use cookies on our website to give you the most relevant experience by remembering your preferences and repeat visits. by clicking \u201caccept all\u201d, you consent to the use of all the cookies. however, you may visit \""cookie settings\"" to provide a controlled consent"
